PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,VM1,VM2,VM3,VM4,VM5,VM6,VM7,VM8,VM9,VM10,class,PG,QG,VM,SF,SSS
3.06852896719213,6.33787453677849,6.9224246353227,5.38138429647377,7.10577434291735,6.14099911931478,3.70835672403268,8.40107412981221,8.56040240249215,1.04675172237826,0.940867101783085,0.985199085718983,0.956377340011425,1.00746836544492,1.01845719994906,1.00860535345656,1.04979083849411,1.02172937260736,1.04174353687255,1,1,1,1,1,1
3.26911972771366,5.83142024529861,6.42065984410977,5.16797206556073,6.90552930580782,5.93881324120341,2.34549532240637,10.3254506267362,9.14345258514167,1.0408540060434,0.940920195615393,0.987249767100687,0.998639432480543,1.00729665720849,0.988417950503818,1.03708179417435,1.07446034088129,0.927252567086298,1.02699241458134,0,0,1,1,1,1
3.44976812576415,6.20927130591031,5.67663569747366,3.88310298398981,4.89555276782547,4.85568892036405,5.32460616503946,10.3352435681565,9.77548836403944,1.04387439314019,0.938736120540164,0.984312962735628,0.975576512171081,0.95430512852166,0.996882759550624,1.03310682078848,1.05172227919829,1.06037435177977,1.0203659034011,0,0,1,1,1,1
3.06012778321404,5.87486949897518,6.11648549322035,5.38655835694655,7.4015852609142,5.27855721096291,4.56269348601095,8.1643243542228,7.79968180535251,1.0511881883861,0.938299452238361,0.974744370200966,0.997420820631568,0.98515510004044,1.01049137570358,1.08155187396541,1.03696914853736,0.971290966528472,1.05953929536971,1,1,1,1,1,1
3.13339551950054,6.00796380548314,5.81039579188273,4.29776066197454,5.87769675024107,5.54330017968602,6.66864265070088,9.39891915359869,8.44104109484675,1.03423923372393,0.939004881152375,0.983939117165614,0.968304801438191,0.93784302441421,1.01176248774189,1.0383569181178,1.04016624538501,1.02428089582519,1.05771375768913,0,0,1,1,1,1
3.44760303502817,7.19492496160448,6.76141643296226,5.06271828742129,6.14788647558909,6.40177682926364,5.24879270586916,8.21234223688831,7.87076512087803,1.02627289700826,0.938338566906085,0.981760682675991,0.965649897293359,0.980178882549436,1.05030331684188,1.03323290025868,1.02418204982111,1.01316916639442,1.03453640030012,1,1,1,1,1,1
3.06396652396558,6.44073835014848,6.36045693144039,5.10505730884707,6.44119768962368,6.09758744733619,4.17277714350632,7.32374348757347,8.31385465951671,1.055279223243,0.942167041711771,0.980761810832148,0.9706612551821,0.966806821070779,1.02313694782151,1.04021486067974,1.06598317834947,0.930860425549025,1.03895576790961,1,1,1,1,1,1
2.67610601357095,7.08253410388811,5.73922317719845,4.18356275526392,5.66711148587154,5.81991773291776,4.78181647595472,7.13845248602617,9.59520315935656,1.06119034158871,0.940020652477137,0.980750196045832,1.03657980192899,0.963159092340045,1.01645735563411,0.974873185012497,1.05172377506176,1.05082581819427,1.04577630984229,1,1,1,1,1,1
2.76605629053891,5.87280932903125,5.55278967171693,5.5469487263592,7.56076359943908,5.46671415468326,4.55321937830743,8.7603395348024,10.1324065790382,1.03542257809498,0.93994024687101,0.99204964235645,0.956598202141924,0.967361030104703,1.00389908548633,1.04232358975884,1.02460141505653,0.935708534812271,1.02504770237607,0,0,1,1,1,1
3.07944490312275,5.75762626361646,5.0777122532075,4.22988374467481,6.82748165452551,6.21766817014879,5.86088859164623,9.0232279521816,8.84627207628647,1.02768387350312,0.938126151751821,0.978408157296743,0.961717019392001,0.991841370181073,1.03875174721006,1.03612073854546,1.01705532239607,1.03393288730988,1.06122550946573,1,1,1,1,1,1
2.79776903974346,6.16646730890764,5.3721792004526,4.14441846887912,5.79586457892942,5.49161366178525,7.35555116802546,7.14978197244503,10.9951745261329,1.02220678772868,0.940679032790864,0.9851716407186,0.953164985904286,0.95937072430165,1.0444270699525,1.04688269114754,1.00439506410413,0.953650655038884,1.04993142121317,0,0,1,1,1,1
3.1052985446963,6.55451511723661,5.2427028881366,4.44157567942042,6.01056118187164,5.12155982103385,5.62516168674903,8.39661513328333,10.3062090355009,1.0349189221477,0.938864940565507,0.98202815454007,0.970592542029692,0.913073686110698,1.01298833733186,0.995347641178692,1.02529038121564,1.0070920875955,1.03822873728564,1,1,1,1,1,1
2.89084232769073,6.77049631472944,5.70954177120772,4.82434767560453,7.84337632860709,5.91883678591857,4.72823133027269,8.54636406370591,9.15321729751179,1.04540689363651,0.939972615194463,0.987893119185735,0.963401891085546,0.938532679030998,1.04040824167879,1.07938857835109,1.03657865477122,0.971467316428641,1.04095662448381,0,0,1,1,1,1
3.52045418019377,6.21303840472565,5.79416050932004,4.40015612658228,6.51745617614912,5.81246614511605,7.3114765615439,8.05751150861853,9.35245817083765,1.01996662453744,0.939050333725494,0.987987760055589,0.937793181707232,0.950865076991555,1.02982929860793,1.04463194814289,1.01812722202839,0.992818772850996,1.03326557269039,0,0,1,1,1,1
2.90624400365739,5.48210286115463,5.2724351897748,3.70109983079915,6.008094545679,4.8997904734342,6.24284144887006,7.31227556828023,11.1368788691347,1.04325300363773,0.93728341941735,0.973451236323096,1.00945040207486,0.931327107482498,1.00164240122461,1.00512067443193,1.00511176666493,1.01764740546689,1.05949266624159,0,0,1,1,1,1
3.39629468469158,7.28333897381254,5.38177462536176,4.6857699891269,7.40726636988145,5.79128388803819,3.43327746232612,9.25965156056854,10.2377849894141,1.0532934328088,0.938989650461496,0.986398793408159,0.994554216938552,0.972917666429344,1.00081422976818,0.970543783492067,1.05233656197592,1.04379477288802,1.02460582543113,1,1,1,1,1,1
2.63975821222724,5.07184430111715,4.16889275627971,4.80394859001194,6.33500038661196,5.73589367962997,5.39002843238102,7.07584721298895,11.8162067663053,1.04190090241696,0.938824730691178,0.981380872299206,0.95106077788462,0.974681220952269,0.98534513934639,0.993926106360659,1.03177099092063,0.968471087997075,1.03856700681713,0,0,1,1,1,1
2.36607925518458,6.10774201450169,5.43926972008753,4.5127032802295,8.00704479378667,5.8519227065671,6.99933305089574,5.48149651758616,10.3116532660544,1.01873228032863,0.942126623840466,0.990915485786444,0.929465078207737,0.958429869137648,1.03456088318561,1.02577632205929,0.996852829646191,0.98074238493512,1.04463038803035,0,0,1,1,1,1
2.50607720126332,5.51956619146694,6.37757011972208,5.49983383888627,7.76876207443169,5.43370181774308,4.97233027829566,8.49764260512449,9.56457640494198,1.03657370809494,0.943704127297429,0.992731353098562,0.939839198018998,0.940980933804315,1.00544715553878,1.03919576374289,1.02383147158335,1.00880475440966,1.04455564698333,0,0,1,1,1,1
2.80080312200975,5.70497120319056,5.93212298978035,5.38015653224961,8.04209863092109,5.66579575761001,4.38096046345703,6.03113613881952,10.5558445333613,1.04104648159382,0.938995205140989,0.983522425383942,0.982799215782334,0.944521476122215,0.988300216162073,1.08849117065179,1.01155650029654,0.991437561352137,1.04461181683067,0,0,1,1,1,1
3.78980554463333,6.48058036994176,6.76017341158597,5.81835693160294,7.25454773979268,5.42769193677809,5.97787880140672,8.13008822592877,7.80825475332962,1.03044695123979,0.938840481600846,0.982166844344724,0.960974095522411,0.944217624876809,1.05102048186455,1.04802405579174,1.00343510044766,1.04773891974911,1.05698701454587,0,0,1,1,1,1
3.24929045507032,6.5956468542759,5.96136464602704,3.86516567058421,5.17256128559475,5.54855801878707,5.87251628227285,7.66611774776704,9.98579630249606,1.04410396158484,0.940810038903426,0.979332107188573,0.982070788375105,0.946015872200938,0.991953829322777,0.993499620063935,1.0100157683989,1.08451175776537,1.0489194847269,1,1,1,1,1,1
3.9639555175167,7.4940758996712,6.84244176319018,5.25875318302775,6.72476535295109,5.7759795661204,4.6544888491594,5.77285849984581,9.915271348631,1.06418855141526,0.940189335704835,0.979717723225328,0.988615620564546,0.949928669980696,1.05780353342617,1.04044428038491,1.0353576761014,0.986576336714483,1.03503293609487,0,0,1,1,1,1
3.28540842800333,6.75695627117424,5.54245761719225,4.18566835781328,5.59913386613866,5.96098715241515,7.810664675032,5.69172617812855,10.8683342257752,1.02408218083672,0.939396758274695,0.9824388326559,0.974183834765791,0.980951624732875,0.996448322704398,0.97165485394208,1.00520933101285,1.02733107729568,1.04953882212945,0,0,1,1,1,1
3.17425448301363,6.89418214333818,6.93092582749563,5.25987941286852,6.27781762507613,5.38945810531623,5.60084409464949,8.58341981784193,8.75192353731364,1.01980603352179,0.940930643025793,0.987712331079225,0.965374570654001,0.962419640653897,1.0159558886455,1.01984659961925,0.994437476008378,0.994778683066896,1.04342454565058,1,1,1,1,1,1
3.78177956469761,5.56852585526282,6.03587500941573,4.51951105508485,5.82681664479665,4.9697691173079,4.95110264188233,8.05000286018675,10.7850344823262,1.03404736965532,0.939834055733207,0.987116220689915,0.961346060235854,0.931666992565536,0.975096490657838,0.983185339015281,1.03151136200885,0.970774875850985,1.03885744361148,0,0,1,1,1,1
2.90411703973552,6.65839214004327,6.23468397325782,5.69046535091193,6.59315607099034,5.69564507284762,6.49392099811412,6.96211784824409,10.3008512249504,1.01746945532016,0.93762502069997,0.98642895236575,0.940630176969635,0.974034889489284,0.978759560877506,0.986729704066339,1.00951739214787,0.975574138366971,1.05022573970393,0,0,1,1,1,1
2.67362824185648,6.22304153635976,5.98862680345277,4.05291299143055,4.99195708069255,5.74200639894437,5.24641527846137,8.5160296754248,10.5411182079287,1.04266873975065,0.940833597052515,0.988583927215124,1.01257110127024,0.979144942654208,1.0654438009091,1.01653756959552,1.02306467461994,1.00674770027389,1.01889178257548,0,1,1,1,1,0
3.28134273554021,7.06820413125932,6.50944022410097,4.35294450546061,5.22721036914853,5.51060846522069,5.25906556643439,8.79285575650563,7.98674237007067,1.03987717934811,0.94059242144366,0.988727372430918,0.97929823189315,0.983995816697748,1.00582156720264,1.04391236777004,1.02318466553134,1.01633643424757,1.05326569163268,1,1,1,1,1,1
3.37630341101895,6.67195171114401,6.00571085429023,4.21333461900037,5.60368172120611,5.57325564101551,5.94032224173767,9.10900079363423,8.83269998509025,1.03980890034359,0.938580980167726,0.980268042375669,0.964264315289381,0.972447938028093,1.05088031660797,1.01795369638627,1.02451354403687,1.00606368046164,1.03511731423801,1,1,1,1,1,1
3.58413004345718,6.45340813977991,6.04473524659556,3.76341886611695,4.51800300401378,4.9247414624055,5.15049658088156,8.40109860821969,10.6987743358424,1.04983601408851,0.938753434623175,0.979387745068275,0.956357128161538,0.97463604413689,1.07694499962222,1.0369694161774,1.03883597693835,0.979409370126832,1.05572651103924,0,0,1,1,1,1
3.46257319785104,7.53511947092575,5.10822360068965,4.00231055138129,6.01968396787853,4.74306780002476,5.16552289650774,9.61569232254376,10.0513493448036,1.04790644124498,0.941129657121854,0.986925312410372,0.955327519240567,0.960437602946713,1.02193178449591,1.03957743196941,1.03508741240801,1.05069071480679,1.03163116903956,0,0,1,1,1,1
3.37672893881411,7.98918186905771,5.32298220269908,3.54791033044825,6.4259297479041,5.94377827942268,3.48765125857263,8.57701981377191,8.33898636941521,1.05967447174062,0.939141292667584,0.974247919499913,0.970649948786056,0.960984782302173,1.0770041447299,1.00626514125626,1.04691906750517,1.1039272966809,1.04868360059675,0,0,1,1,1,1
3.46390709670087,7.72737185785229,6.06562606990558,4.00837836021723,5.52360244720724,5.54145638213163,5.6699626714826,8.01402875921001,9.0289703063424,1.05120675930308,0.940142822075095,0.983313129044846,0.979120838310856,0.946969551738346,1.00513733296708,1.04846359524116,1.02683788292058,1.07114293403897,1.04958690154094,0,0,1,1,1,1
2.9264434388189,5.8866240584587,6.55723887882389,5.89440277234829,6.41351326363778,5.16102469862517,3.98531596563031,7.90563754878272,9.74205521785198,1.04310387619795,0.938778443868697,0.982526154234637,0.966999829556946,0.963983086500091,1.01096639518176,1.05095790921007,1.01955671476618,1.01149800273123,1.02463226287059,1,1,1,1,1,1
3.33096274503802,5.35554527836016,5.6603976974904,4.35341397127803,6.34532404637025,6.42526625885356,6.23291903738606,8.43559717425997,8.87559588794387,1.03979149922676,0.93897153127343,0.985186953771017,0.995969706606653,0.944056642443512,0.999391439540531,0.976488041807685,1.03025890662483,1.01402976980605,1.04188019752887,1,1,1,1,1,1
2.99021243059453,5.87796419283415,5.24328920138174,4.2755345888433,5.89053741379743,5.14032528382288,8.66155965600902,7.61091077751053,9.21737122870409,1.02343979727046,0.938588453400417,0.977241299372301,0.974927584098061,0.979728160382864,1.03664959630878,1.0267548848956,1.01906219574743,0.989457041455795,1.06589751353957,0,0,1,1,1,1
2.58254920764166,5.57752883516558,5.32399838490195,4.59551355718052,7.27753939849934,5.83344630039388,6.76676503973915,8.2736955418603,10.2486326547175,1.01567214800442,0.938007922877414,0.989379627630365,0.990803125874843,0.983577282409967,0.989746120740137,1.00189524417117,0.992674942756895,1.01256160638335,1.01898802259463,0,0,1,1,1,1
3.18672203728835,6.58098205515218,5.85785939124232,4.61857890382457,5.13043973806502,5.05061020920559,6.36811871108182,8.48164047510329,9.06254455998503,1.03169821651435,0.940271439549411,0.980326017076195,0.98088049608386,0.984513950852159,0.989398623416832,0.986801155294519,1.03840391610464,0.977277379366039,1.07609558174705,1,1,1,1,1,1
3.49349771866641,6.38705135833249,6.07417173868413,4.58866421730922,5.46233790558607,5.70316884569978,6.96537128687792,7.37379379475865,10.0609145348618,1.03756551294552,0.939054691763011,0.987992010725223,0.984088655471115,0.939257784556829,1.0397976790703,1.02340337837044,1.02669108916664,0.965960072744831,1.04798022030615,0,0,1,1,1,1
3.00045524734398,8.07191837728323,5.51458703376978,3.98581414409422,5.67386573701466,5.50857976317453,5.44218210908053,7.00775145265949,9.25656013681582,1.04919589064024,0.940424761442095,0.975752788406268,0.99338798187903,0.982954783827721,1.03164478632911,1.02485475398025,1.00731621153465,0.997929385826139,1.07596626049508,0,0,1,1,1,1
2.64813226500013,5.71112229184015,5.81017139872645,5.48995467868678,7.74979044842218,5.19646645223448,6.0569585397081,8.48288373600055,8.57819600326082,1.02273177581192,0.941757913411525,0.989895568259406,0.996537328135351,0.9932970453454,0.993279388834394,1.03640559260621,1.0149225240797,0.983853211046486,1.04232162648424,0,0,1,1,1,1
3.48656274984686,6.12485407892943,5.39899442292514,3.35421588490393,4.8449554087,4.64706370989192,6.8497050106586,8.358175762881,11.0143849564852,1.03100974688959,0.938058549341132,0.980102226812109,0.937526926979511,0.983692257795396,1.05645302012916,1.02196333952025,1.01172714047465,0.938884209953195,1.04270992415523,0,0,1,1,1,1
3.28058667001905,6.61009712948007,5.09215944939173,3.91760569460656,6.31027879786107,6.07160983707173,4.81344081805164,8.41619384085387,9.4591828148635,1.04810683686676,0.939335027508357,0.979970167150158,0.968281129971999,0.941113507117693,1.05244975713004,0.993033429213256,1.03033400625682,1.09504937610743,1.03845037328174,1,1,1,1,1,1
3.51356149675756,6.92867606028646,6.1539400403933,5.12393126555284,7.02172369726896,4.7196194425933,5.8298069524469,7.21358333362315,9.21131568892225,1.02976359815096,0.938647989756776,0.983134758597019,0.984727526974364,0.957700939287149,0.985692479260756,1.03184916294811,1.01398118299618,1.00860440532467,1.05493152843012,0,0,1,1,1,1
2.75701995796514,7.1583157380466,6.63285807520055,5.12512939238638,5.89589257801136,5.33717125955368,5.26112148910994,5.12977260120726,10.8396306146671,1.0510878542958,0.938645967237578,0.97986439310659,0.945818142196027,0.962814660139958,1.0073942100367,1.04877314359129,1.04480285752377,0.974433998180124,1.02513475325455,1,1,1,1,1,1
3.11052791808981,7.1613271398276,5.99524295238042,5.20897081463443,6.28477743587037,5.9696851210344,4.90783503990442,8.84233494729997,9.91497941017435,1.04313923739704,0.940807575672085,0.988144804508397,0.994890549581072,0.957196715706314,1.04122383046585,1.00192393730227,1.0381678311118,0.976028372032789,1.04482751028047,1,1,1,1,1,1
3.17927801191726,5.48872927070847,5.9193974814695,4.27559304482142,4.70213468769904,5.37334377254683,6.38952942554178,8.77280334640996,10.9801779802219,1.03381864211354,0.938854371578154,0.988021384117365,0.954966286795468,0.94939119400237,0.975405407425386,0.968386261454057,1.02496615308225,1.00234908935329,1.04139817009626,1,1,1,1,1,1
3.3438192304302,6.41141035925988,6.3775803511976,5.82675255674256,7.30822587767716,5.41853663287006,4.36602185128259,8.06058479338709,9.30635440994121,1.04631135088198,0.939171046992577,0.985727314730207,0.962384306318946,0.942388092118993,0.96892719839815,0.987658815461146,1.04406583961513,0.987553102874493,1.04123804697503,1,1,1,1,1,1
2.76966407096952,5.8043683404195,5.49118002094286,5.14058101328279,7.03649425146608,6.01697796831227,5.82812455507594,7.64257709214024,10.4491957867142,1.04006432897687,0.940108933596648,0.98449351302466,0.97483441466235,0.960181205731132,1.04493231612441,1.00557896237314,1.01558102309811,1.003104755409,1.04139566628449,1,1,1,1,1,1
3.17979216339668,6.26671304951143,5.91854681547209,4.28489575954615,6.13089565131192,6.6695508725303,4.98954851316123,7.59284825155603,10.0751029871691,1.0275593566147,0.941185761048276,0.99026780193828,1.00355236976067,1.00531754168689,0.963193327291569,1.00140752388517,1.0097081223261,1.03956537568352,1.03250744073047,0,0,1,1,1,1
3.27974672691328,7.25555202849271,5.49733371191818,4.36149590851922,5.97861125167048,4.91799363228611,5.9268175412799,7.55034762513815,10.3068282008796,1.04321456971474,0.938392814975171,0.982756471708205,0.958060658575331,0.962670592398309,1.00311955160834,0.997698118139596,1.02015365544378,1.01766950656385,1.04975513495607,1,1,1,1,1,1
3.38186733255459,7.1020974816726,6.15602851625149,5.11062898202485,6.64652622331348,5.33705434771566,4.68185797688853,5.85523526290937,10.9965678608599,1.04467147911009,0.939318460339901,0.983369308900648,0.975035773822926,0.957892855681431,1.0177311132321,1.02352252946366,1.04823140602838,0.979219600160072,1.04136652915134,1,1,1,1,1,1
3.45753150758293,7.51879119335203,5.80778023814068,3.83439641221652,3.97193615415893,5.20813932627484,6.90904714226739,8.7837769792674,8.76229685922556,1.03296500139869,0.941691429285403,0.979930388115102,0.980464402402973,0.933679880813824,1.04813914795572,1.07258921323387,1.01503512844586,1.03506136654606,1.06035087345374,0,0,1,1,1,1
2.94782748595925,6.22007948339758,4.74755028347947,4.16286105816456,6.3718076880664,5.64948496097004,7.66466999822108,8.64084869396472,9.06916778784722,1.02607053598752,0.941280585705965,0.988251971537323,0.979588074013406,0.962629756406427,0.985973438573917,0.966869954164226,0.997441312831752,1.08742764077565,1.05828834450015,0,0,1,1,1,1
2.72953850495348,6.23035476969424,6.11739640067027,5.134406978441,6.73484454635712,5.36637451493633,5.96294010452329,7.73587988628159,10.2579276965641,1.03788828858279,0.941576256831372,0.990331020347234,0.938622585758477,0.972649207402639,0.998648715449355,1.07619542378512,1.04272295690523,0.961161717238237,1.03837281733864,1,1,1,1,1,1
2.75191001688115,5.43706013049364,5.76520162376533,3.76606110514407,5.31898019255776,5.77806932940214,5.49694319604392,9.52871802434778,9.12846776502406,1.0496678876741,0.942088644607771,0.986213259861935,1.01107387120147,0.969392209260267,1.05268887241991,1.02483548678373,1.02812120919918,1.02751485912573,1.04116906976333,0,0,1,1,1,1
3.3183415268405,6.53789553590939,5.24112971351797,4.94187077952752,8.11595855133143,6.73364999355232,6.22504426571144,7.79676125124614,9.36140102036468,1.02733311546016,0.938882831859864,0.989597410816586,0.978102735542487,0.940281863906029,0.954123465305324,0.947648535053618,1.0162614500042,1.01676776076118,1.046790693999,0,0,1,1,1,1
3.02687808136066,5.37998941110243,6.16783996618792,5.27513055239102,6.81114981264101,5.68893685642123,4.52624179381433,10.3303332428326,8.09814073315838,1.03012906038191,0.943109735450485,0.99086318677564,0.967568946786341,0.979083217088606,0.983562073837639,0.986731837139934,1.04267246519889,1.04379941588639,1.05034102330814,0,0,1,1,1,1
2.91939581988189,6.92346676154322,5.13915741012078,4.55901080771495,5.47685088954353,5.36689535844196,6.40537833148078,7.62293667743803,10.7911425678668,1.03339466781135,0.93657736208027,0.982402129013618,0.980413200469152,0.917721791013986,1.00193393010611,1.0058669603608,1.03080332571464,1.05484850068895,1.02836658751287,0,0,1,1,1,1
3.29307430587749,6.61896875259468,5.56505033685554,4.39174916958256,6.16662908906046,5.14699713880278,6.84519617275923,7.42805909588905,9.55540271456278,1.03612783020832,0.94201939285876,0.987868554213618,0.956971101046326,0.972909704924336,0.985072626914377,1.02658913293512,1.0426739592118,1.04913404628254,1.04943009430755,0,0,1,1,1,1
2.94536832537677,5.86893450256927,5.45445240763885,3.56809937933898,5.61748750438371,5.59319817223232,5.83276325006557,8.89835027374584,10.2467599329775,1.04924438184238,0.941026530695903,0.983995051649819,0.970750024922734,0.980445738174998,1.02451451263258,1.00493214115547,1.03277599264146,1.00820294717806,1.04720318826757,1,1,1,1,1,1
2.70904422928755,7.04414259267969,6.15128685286713,4.95283904097741,6.255847369872,5.46946316922932,6.40611835704197,7.60254098516683,9.46827465994949,1.02592452706535,0.942567641091425,0.986622431621289,0.969593027621826,0.985453556530832,1.00500770348847,1.03842802187259,1.01137136254045,1.017122640711,1.0410670026407,0,0,1,1,1,1
3.56990613226247,7.19243779137769,5.7735583859564,4.88971142540037,6.84206388391965,5.86028294651306,6.50468671977993,7.59368431849915,9.05165505882728,1.0275668862614,0.941818029090502,0.992823363717595,0.982244163566525,0.976017632045936,1.00218032845463,1.00966349049204,1.0214025703844,0.939166592738974,1.03599951261609,0,0,1,1,1,1
2.71734933508438,7.50205755782266,5.82650331585872,5.47832382704727,7.09927019488163,4.59528960262524,4.59078353231994,10.1967558415725,8.58946538952089,1.0382948383531,0.942827433636696,0.989732669916327,0.959798921537413,0.957062253917209,1.00561996632808,1.06281246029626,1.04432340287812,0.988304240895626,1.04508555828288,0,0,1,1,1,1
2.58324509908382,6.10848255581361,7.03584043321275,5.13467466652371,5.10974299903333,5.39212545646765,4.05349058538707,9.68622936186012,8.71663705236103,1.02786683398967,0.939506620106717,0.98659210082383,0.968283528768088,0.950722466436567,1.05651026884545,1.04235361251441,1.03645005524411,1.00597253142044,1.01960036792103,0,0,1,1,1,1
3.90242673159188,6.17538312969743,5.80140486383706,4.25906991603827,5.30201721753156,5.1228944582113,6.27496887485129,7.82941421823215,9.7572025441536,1.05104651877557,0.940452055737325,0.980236193157457,0.992826752550628,0.932909931757752,1.03798220244734,1.04572534653957,1.03032703016127,1.00843699014766,1.05121261445777,0,0,1,1,1,1
3.73663171710143,6.96787381273607,5.26551220031852,4.57045383611186,5.92365993726697,5.37608284528444,6.23137744862407,9.24925045659483,9.02015257174425,1.03531473242497,0.941204865880155,0.985791475540739,0.989371851370086,0.989997931001369,1.00163478766178,1.01748166041827,1.02486269674224,1.07602242933907,1.0312590616289,0,0,1,1,1,1
2.32477493469367,5.81425959502006,5.69118409936631,4.34843089609282,7.56016429046165,5.96875310130531,4.09871328155908,9.71688689790028,9.63581395686292,1.02887846124566,0.939390150524654,0.99254313106128,0.972010203042215,0.97123317012058,1.04359935997134,1.05459539284382,1.01541879652193,0.977362626327738,1.02868446796061,0,0,1,1,1,1
2.7365514357343,6.67570619946803,6.38874372749082,4.09275189804286,7.18032655109039,6.70557909419407,5.07121203843341,8.60450800703012,7.48759402501299,1.0493358281302,0.939008539140142,0.97966175729274,0.98156027184551,0.984794682342115,0.986510846025571,0.998354534203321,1.03854141989853,1.02009914910393,1.06532266872685,0,0,1,1,1,1
3.72752821094585,6.10994838790639,5.89529935931487,4.67449899241992,6.31404647812997,5.86076888648843,5.41662765396382,8.87570610915747,9.10564376047988,1.04557679407985,0.939849528939045,0.980938626082911,0.979907048133119,0.996858014143171,0.997156648134141,0.970666008564688,1.06075740629004,0.974795547266606,1.05529242536853,0,0,1,1,1,1
3.01295190321975,7.17222262692329,5.91341179731975,4.3609156182738,6.05520898884886,5.71012770379723,5.37688036509071,6.93077693227395,10.7096877800518,1.03619374163914,0.938139141004625,0.983861178716518,0.98158919484605,0.958740465273549,1.04339531786164,1.08378892366577,1.02239788796089,1.03371170534775,1.01436754968785,0,1,1,1,1,0
2.98540699081379,7.05337811763769,5.76373269617326,5.18682321748285,6.16990573025316,5.10117715825344,6.35284496583905,7.41501036575065,9.15020973622891,1.04277854719177,0.940677617710283,0.986689826923949,0.956811164792158,0.938031936609676,1.01565962707655,0.994250092751683,1.02806725717338,1.07641168957739,1.04453442387888,1,1,1,1,1,1
3.12845479394155,6.9582732146264,5.2050534680478,3.88212207947438,6.76504839953201,5.64797455899514,5.4331337166378,7.97668999531585,8.83172166620199,1.05346881464668,0.941297383332824,0.977742285341909,1.01097008654734,0.982593616964739,1.03969800464425,1.03357629352766,1.04947747848857,1.02884229204431,1.03738035987065,1,1,1,1,1,1
